,Doc Number,Type,Entity,Entity Name,Vendor,Amount,Begin Date,End Date,0,url
15,38489,CN,051,University of Nebraska Lincoln,"R&R REFRIGERATION, LLC, DBA LEE'S REFRIGERATION","$32,602.00",04/15/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=teI8jqYm9uKcUdmpeBe%2FSQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=rR64VO%2FmUoGfV1wXWwYNxczPlYm7wwqKkZ6XUitRYinMvBiMb5avNDihgtI%2FxRA2
16,38490,CN,051,University of Nebraska Lincoln,"R&R REFRIGERATION, LLC, DBA LEE'S REFRIGERATION","$33,587.00",04/15/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=5anQMVkV5rfqGoUb49nFLw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=rR64VO%2FmUoGfV1wXWwYNxczPlYm7wwqKkZ6XUitRYinMvBiMb5avNDihgtI%2FxRA2
17,38492,CN,051,University of Nebraska Lincoln,"R&R REFRIGERATION, LLC, DBA LEE'S REFRIGERATION","$49,890.00",04/15/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=BdXtaQ9aZIb7g11pyouIYg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=rR64VO%2FmUoGfV1wXWwYNxczPlYm7wwqKkZ6XUitRYinMvBiMb5avNDihgtI%2FxRA2
18,38493,CN,051,University of Nebraska Lincoln,"R&R REFRIGERATION, LLC, DBA LEE'S REFRIGERATION","$32,612.00",04/15/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=wME%2FpBWc849CHElcSBFfIQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=rR64VO%2FmUoGfV1wXWwYNxczPlYm7wwqKkZ6XUitRYinMvBiMb5avNDihgtI%2FxRA2
19,38494,CN,051,University of Nebraska Lincoln,"R&R REFRIGERATION, LLC, DBA LEE'S REFRIGERATION","$14,956.00",04/15/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=R4Fs4yGcXq2mI1CS5S5puw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=rR64VO%2FmUoGfV1wXWwYNxczPlYm7wwqKkZ6XUitRYinMvBiMb5avNDihgtI%2FxRA2
20,38495,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.",$511.15,04/19/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=jIqw7b3moJUn0hTKcDIQjQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
21,38496,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.","$1,820.10",04/19/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=cbybXS2aKh8CFkmsRMOWbA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
22,38497,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.",$569.60,04/19/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=PinydHEG8FAOmQHi2aFO2Q%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
23,38500,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.","$1,544.55",04/19/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=ZdCm0vsAsJNOuVwj5S5wyQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
24,38501,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.","$1,375.15",04/19/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=SNC%2F7GmUVJeTg3hjJJdv1A%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
0,38502,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.","$1,458.55",04/19/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=7cOwDumLPeBfOQ3ISoN4IQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
1,38503,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.",$703.00,04/20/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=hZcWdH7o%2Fh7dzgDz61jgnQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
2,38504,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.","$1,315.85",04/20/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=QpjWgkbuEwfsQc9TgPOuSQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
3,38505,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.","$5,907.60",04/20/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=MLZyb5mmghp9XCj5jeBvdA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
8,38168,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.",$683.35,03/31/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=1nzWbL33JaedcUzwYrPnzg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
9,38171,CN,051,University of Nebraska Lincoln,HANDS INC. DBA H&S PLUMBING AND HEATING,"$10,819.02",03/28/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=%2FAI8mBnimFNhrS%2Fgu1uFIA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=k5cn7WM0oBb3%2BedLNvgaVASq7pIUjxkSSSaVuvtHnsyKY%2F5VDZgtTa%2Bza2%2FvU6TS
10,38177,CN,051,University of Nebraska Lincoln,GENERAL EXCAVATING COMPANY,"$1,190.43",04/13/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=9ahzJwNyifUVLmScMXxPdw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=oyZnVNXNT%2B4%2FlcHiXBhSj0eLHfOC2iOWGhFBfz86eI0%3D
13,35596,CN,051,University of Nebraska Lincoln,PLATTE VALLEY COMPANY,"$7,577.00",07/09/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=0sKumCqrl6kvBH4wNmrJgg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSiJ5IOreqPx8G%2Brhfmv3tPA%3D
14,37263,CN,051,University of Nebraska Lincoln,GENERAL EXCAVATING COMPANY,"$9,321.20",11/02/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=j%2BmJaA7MjiJ%2B8fQG7Cdrqw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=oyZnVNXNT%2B4%2FlcHiXBhSj0eLHfOC2iOWGhFBfz86eI0%3D
15,37849,CN,051,University of Nebraska Lincoln,R&R REFRIGERATION DBA LEE'S REFRIGERATION,"$62,700.00",02/05/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=uU6MEWNnGQvZ0elgOwXb2g%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=rR64VO%2FmUoGfV1wXWwYNxSn%2FxYXwJewVSl0mf38MRJefpd0cJVeqbQYZGL22GH1B
16,37853,CN,051,University of Nebraska Lincoln,GENERAL EXCAVATING,"$13,690.00",03/16/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=ugj5goKM4FAphBby62iKcQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=oyZnVNXNT%2B4%2FlcHiXBhSj5%2BtAumlw%2FORHicSyYaUa5g%3D
17,37862,CN,051,University of Nebraska Lincoln,GENERAL EXCAVATING,"$10,893.00",03/16/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=KxxeM9%2B8qvH8iUV%2BmQny6Q%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=oyZnVNXNT%2B4%2FlcHiXBhSj5%2BtAumlw%2FORHicSyYaUa5g%3D
18,37871,CN,051,University of Nebraska Lincoln,PLATTE VALLEY COMPANY,"$14,994.75",02/27/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=2O8WBL9McqnN0XUWw6pE3Q%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSiJ5IOreqPx8G%2Brhfmv3tPA%3D
21,37888,CN,051,University of Nebraska Lincoln,"PLATINUM POOL SERVICES, LLC","$8,001.33",12/02/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=Wj7rB1YAODHM%2FMedIGTb0g%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mr59ercZwea%2BHqVPte8bn11qF4O3nwqzZ0LXIw0JuKY%3D
22,37812,CN,051,University of Nebraska Lincoln,MATTHEW GOODWIN,"$1,096.50",02/18/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=17IWXmKZp1%2Fyo8JgjbpBfw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=In2gVxMNBmouPg0cQxVZeg%3D%3D
23,37695,CN,051,University of Nebraska Lincoln,MATTHEW GOODWIN,"$1,190.00",02/22/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=mPERwspWqbZP8M%2FLSJi5Hg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=In2gVxMNBmouPg0cQxVZeg%3D%3D
3,37048,CN,051,University of Nebraska Lincoln,RFQ INC PAUL DAVIS RESTORATION OF LINCOLN,"$8,950.26",11/22/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=yUuARhJHdP8zcGGB2h91PA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=ePbm6M2whqYKB9jb7Krb9IWxh%2FdYWUiG28NxTNX9Mz160qDoTuLi0mUwVOMUvuy8
4,37052,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.","$10,229.10",11/23/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=NquSg0Xx4oAjQPAh62KR3g%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
7,36931,CN,051,University of Nebraska Lincoln,GENERAL EXCAVATING COMPANY,"$17,839.23",11/09/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=OjKG9OAtEmNyQ6Bk5Uz4lw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=oyZnVNXNT%2B4%2FlcHiXBhSj0eLHfOC2iOWGhFBfz86eI0%3D
8,36933,CN,051,University of Nebraska Lincoln,GENERAL EXCAVATING COMPANY,"$14,365.20",11/09/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=0tZYeHSbfE5lPs2TJg7Drg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=oyZnVNXNT%2B4%2FlcHiXBhSj0eLHfOC2iOWGhFBfz86eI0%3D
9,36882,CN,051,University of Nebraska Lincoln,GENERAL EXCAVATING COMPANY,"$4,606.18",11/02/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=%2FlwL2TSgdEGzVqIVOHksXQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=oyZnVNXNT%2B4%2FlcHiXBhSj0eLHfOC2iOWGhFBfz86eI0%3D
10,36900,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.",$468.30,11/05/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=mIGwrHfxaw4JxRzEj9w%2Ftg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
11,36734,CN,051,University of Nebraska Lincoln,LEE'S REFRIGERATION,"$43,977.00",10/12/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=Vz2trAlvhHReKAWT90acXw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=8Lt7RWyIC4EAW2KDoWQmb44kBp0jcYO%2BboeUxILWmtY%3D
12,36653,CN,051,University of Nebraska Lincoln,JONATHAN LAWRENCE,"$1,651.50",02/08/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=aPloSULyG%2Bs%2FA08kuVhPtg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=FSty7yEz4ElSkk5j7MziLO8HQpJWWO3BTVG3sxewRIs%3D
15,36456,CN,051,University of Nebraska Lincoln,MATTHEW GOODWIN,"$1,347.25",02/15/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=3brouFel6puSDtpELsF6PA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=In2gVxMNBmouPg0cQxVZeg%3D%3D
17,36498,CN,051,University of Nebraska Lincoln,KATHERINE KOOPMAN,"$1,530.00",03/22/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=v3vp4rJNmrmgTrTFMFnC5g%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=Z3cEmRFhzhtFGvIfojnog6kMUAQIV7JOhSPUa6RJOi0%3D
18,36501,CN,051,University of Nebraska Lincoln,MATTHEW GOODWIN,"$1,568.25",07/08/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=07LMtFbZL9bVK6EuadsgqA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=In2gVxMNBmouPg0cQxVZeg%3D%3D
23,36540,CN,051,University of Nebraska Lincoln,KATHERINE KOOPMAN,"$1,326.00",12/22/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=I4LJLx4mvSoBSsQQytnphQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=Z3cEmRFhzhtFGvIfojnog6kMUAQIV7JOhSPUa6RJOi0%3D
0,36561,CN,051,University of Nebraska Lincoln,KATHERINE KOOPMAN,$986.00,01/25/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=Bt8Y0xUPatsICKddWyhvBQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=Z3cEmRFhzhtFGvIfojnog6kMUAQIV7JOhSPUa6RJOi0%3D
1,36562,CN,051,University of Nebraska Lincoln,KATHERINE KOOPMAN,$939.25,03/12/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=WoJ0ou1TbbDbY1GSfvsq5Q%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=Z3cEmRFhzhtFGvIfojnog6kMUAQIV7JOhSPUa6RJOi0%3D
2,36566,CN,051,University of Nebraska Lincoln,MATTHEW GOODWIN,"$2,623.00",04/29/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=uaCRFea6ATKdoqB9yLMJIw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=In2gVxMNBmouPg0cQxVZeg%3D%3D
3,36570,CN,051,University of Nebraska Lincoln,GENERAL EXCAVATING COMPANY,"$14,910.00",10/04/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=jM%2FLNajyyvpdivf0O39XUA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=oyZnVNXNT%2B4%2FlcHiXBhSj0eLHfOC2iOWGhFBfz86eI0%3D
9,36628,CN,051,University of Nebraska Lincoln,KATHERINE KOOPMAN,"$1,275.00",06/07/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=FHjIxHZqQwiFsU0PiaY0Kg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=Z3cEmRFhzhtFGvIfojnog6kMUAQIV7JOhSPUa6RJOi0%3D
12,36380,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.",$353.35,09/21/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=1Oi%2BOnK63mm6xlQ3U4SGpA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
